sentence,gpt_labels,warning,log
"Het had moeite in om dit stuk voor te lezen, zo zeer was men nog over het voorlezen van den smous verbitterd.",[],False,
"Wie sou voor mijn schaepjes wacht, (Die van angste beven) Tegen aller beesten macht Stellen sijn jongh leven?","[(18, 27, 'animals'), (70, 77, 'animals')]",False,
"’ - - ‘Ik ken den wolf, die haar verscheurd heeft,’ zeide Grootjen: ‘en al mis ik mijn oogen, ik zoude bykans zeggen, dat ik hem zie; maar zoo het roofdier tot nog toe de pijlen en het net des jagers heeft weten te ontkomen, de kuil is voor zijn voet gegraven, en hy hoede zich, daar in te Horten.","[(18, 22, 'animals'), (147, 155, 'animals')]",False,
"Proctalgia, aarspijn.",[],False,
"Daer quam 'er een Vrouwtje van Wijk op Zee, Met botten en schollen alhier ter stee, Ook Scharren en Tong, Soo levend dat sprong, Hoord hoe het dat Vrouwtje alhier vergong.","[(48, 54, 'animals'), (58, 66, 'animals'), (88, 96, 'animals'), (100, 104, 'animals')]",False,
"Olyfölie zou hier in grooten overvloed kunnen geperst worden, was de belasting be-paald en gemaatigd; doch zo groot is de verandering, welke dezelve ondergaan heeft, dat men het aankweeken der Olyfboomen dermaate verwaarloosde, dat 'er naauwlyks Olie genoeg valt voor binnenlands gebruik.","[(193, 203, 'plants')]",False,
"Deze grond is zeer goed; als mede zuivere paardemist, in de open lucht verrot, en vyf of zes jaren lang gelegen; insgelyks menschen-drek uit de secreten gehaalt, en even zoo lang stil gelegen.","[(42, 52, 'animals')]",False,
Ende den leeu aan dander side hadde in sijn banniere die wapene van onse gheduchteghe vrauwe ende princersse.,"[(9, 13, 'animals')]",False,
"M. Y. myrre, gestolt boomsap, of boomtraan, is het sap of traan, ’t welk uyt een boom in Arabien veel wassende, druypt, wanneer de boom eerst een weynig gekwetst word: welk sap dan stolt en hart word, dat men het an klonten kan breeken.","[(6, 11, 'plants')]",False,
"Om alle achterdocht te voorkomen, ging hij uit de stad, om een bezoek af te leggen bij den Honourable Augustus Flairs, wiens landgoed, zoo als gij weet, dertig mijlen van hier ligt, van niemand dan van zijnen gelief-koosden tijgerhond vergezeld.","[(224, 234, 'animals')]",False,
"Zij hebben blauwe oogen, kastanje-bruin haar en zijn licht als eene nymf; zij zien allen gaarne de zon ondergaan, de purperen kimmen van den avond en den vuurgloed van den morgenstond.",[],False,
"Het zou vooral van gewigt zyn, een langen tyd hier mede geduld te oeffenen, en in agt te neemen, hoe het tusschen het Zand, en hoe het tusschen de Klai geschied; de aandagt wel byzonder op onze Rietakkers, het Kroos, en het Waterlis, de Elzen- Wilgen- en Esschen - Boomen te vestigen; alle die stoffen ook eens onder een te beproeven; en na te gaan, zoo 't geschieden kon, hoe het zig in zout water mogte toedraagen.","[(194, 204, 'plants'), (210, 215, 'plants'), (224, 232, 'plants'), (237, 242, 'plants'), (244, 250, 'plants'), (255, 262, 'plants')]",False,
"’ Zouteloozer nog is de teekening van Favre, die het gantsche vertrek onder water heeft gehuild, terwijl Bicmarck hem met een hengel opvischt en weinig hooger stijgt de plaat, waarop Favre, Vinoy, Picard de hand drukken van ‘Badinguet’, terwijl eene allegorische figuur, la Presse Républicaine gemuilband en gekne-veld aan hunne voeten ligt.",[],False,
"Zij hebben met hunne steenen wapenen wilde zwijnen, kroonherten en zelfs urossen weten te dooden, en de beenderen te klooven om er het merg uit te halen.","[(37, 50, 'animals'), (52, 63, 'animals'), (73, 80, 'animals')]",False,
"Hier staat nog te considereeren, dat deze gezeyde Moer-koekjens by zommige Autheuren geheeten zyn Maatjens, Acetabula; maar dewyl andere hier mede alleen betekenen zekere kleene holletjens, die men in de uytgesette en verheevene deelen van de Baarmoeder der Koeyen vind, terwyl ze bevrugt zyn: zoo dunkt het my beter te zyn, de benaminge van Moer-koekjens te behouden, aangezien zulks een yder kennelyker is.","[(258, 264, 'animals')]",False,
Tiende ghazele.,"[(7, 14, 'animals')]",False,
doe vonden si alle dat ghebeente ende dat vleysche van een ghestroyt.,"[(59, 68, 'animals')]",False,
"MAer den boom is huys niet goet en quaet behangen lieflijck Met fruyt, daer alle menschen haer aen verslicken, Den doot eten deur tSerpent miskieflijck: Dats onsen wille doen, Gods wille achten ongherieflijck tVernuft volghen, dats tserpentich verclicken, Dat Eua eerst bedrooch, hier teghen moeten wy alle oogeblicken Strijden, so niet d'eeuwighe doot wy in eten, Ons eyghen wetenschap sal ons d'ooghen wt picken, Deur dat wy meer, als God in ons wil weten.","[(9, 13, 'plants'), (64, 69, 'plants'), (131, 138, 'animals')]",False,
"Bij mijn ontwaken belettede mij mijn halfdroomende toestand, het beest met eenige naauwkeurigheid te beschouwen; en, toen ik mijne zinnen weer had verzameld, had het zijne vlugt reeds zoo hoog genomen, dat het mij niet mogelijk was, deszelfs gedaante duidelijk te onderscheiden.","[(65, 70, 'animals')]",False,
"’ Zyn peerd, van de spoor ten bloede gestoken, wipt met eenen geweldigen sprong de gracht over en voert hem te midden des vyands, waer de leeuwenvane zich verhief.","[(6, 11, 'animals')]",False,
Den Dye-been-worm.,"[(4, 17, 'animals')]",False,
"Een ander klein eiland, meer inwaarts gelegen, houdt men voor de woonplaats van een legioen duivels; en gelooft, dat, zoo ooit een mensch het waagde, van daar een blad van een boom weg te neemen, zyne boot, by het te rug vaaren, ontwyfelbaar zou omslaan, en hy moeten verdrinken.","[(176, 180, 'plants')]",False,
"Bondel, bos: een bussel bloemen, haren, hooi enz. In bussels vergaderen, bussels maken.","[(24, 31, 'plants'), (40, 44, 'plants')]",False,
"20 Ende God sprac, Laet de wateren brengen n die leuende zielen hebben,) ende ooc geuogelte dat opter aerden onder tfirmamente des hemels vliege, 21 Ende God sciep groote waluisscen, ende alderley ghedierte, datter leeft, ende hem beroert, n hadden voortgebrocht) een yegelijc naer zijnder aert ende vogelen van alderley pluymen, een yegelijc naer zijnder aert, Ende God sach dattet goet was, 22 ende ghebenedidese, ende sprac, wasset, ende vermenichfuldicht v, ende veruult dat water der zee, ende dat geuogelte vermenichfuldige hem opter aerden, 23 Ende het wert auont ende morgen ☞ den vijfsten dach.",[],True,Multiple occurrences of 'geuogelte' (animals)
"Lief vriendt hoort nu noch eens een woordt, En brenght de fluyt dan and're voort.",[],False,
"Op het andere schilderij ziet men denzelfden kunstenaar, maar zittende voor zijn ezel, die bijna in profiel staat, maar waarop men nog even den omtrek van een vrouwenfiguur kan waarnemen.",[],False,
"Deze allerkinderagtigste beuzeling, die belletjes, en rinkels van onbekende wysbegeerte, die uit noot verzonnene houvasten, om een bouwvallig huis, en Poëtischen Digt-tabernakel te onderschragen, zyn het die my in myn zwakheit ondersteunende, my een stoutheit inboezemen, om U te verzoeken dat gy dit Parnasje, als een nieuw monster, en een nooit gezien spook, gelieft onder de veelte uwer insecten, lugt- en aard-wormen, een klein plaatsje te vergunnen.","[(390, 398, 'animals'), (409, 420, 'animals')]",False,
"Maar met den avond, en ingevolge eener overeenkomst met Mejufvrouw garnier, ging het lijk des diers, als eigendom, aan het Museum over: men begon het te openen en, op de volgende dagen, te ontleden; alle welke verrigtingen bekwamelijk bestuurd en uitgevoerd zijn door de Heeren mayor, bourdet, eenen reizenden natuurkundige, en vichet, Elève aan de veeartsenijschool te Alfort.","[(85, 99, 'animals')]",False,
"[Albert Schaep of Schaap] SCHAEP of SCHAAP (Albert) zeilde, in den nazomer 1724, als bevelvoerder van een koopvaardijschip, een kloek vaartuig met 28 of 30 stukken gewapend, naar Smirna uit.",[],False,
"Daer wast oock een seecker kruyt datse Slangen-kruyt noemen, en is daer soo souverain voor, dat (soo ras den Ratel-Slangh den reuck daer van ontfanght) sterft, gelijck het in deser voeghen besocht is, daer lag een groote Ratel-Slangh in een Plantagie op het langhe Eylandt, soo namen sy een groote stock ende spoghen het ghekaude Kruyt met spogh en groente soo als het uyt den mont quam daer aen, ende hielden het den Slangh van verren aen de Neus, die soo ras als hy te recht den reuck daer van ontfingh, een gril gaf ghelijck een die een koude over het lijf gaet, ende bleef voortaen doot leggen.",[],True,Multiple occurrences of 'Ratel-Slangh' (animals)
"Om Amarilla mijn beminde, Slapende te vinden By een Roosen struyck: Soo haest sy nau ter aerden sijgt, Niet eenen blad of telgjen swijgt: Maer seyd, nu Cloris gaet, En u met Cusjes saet.","[(52, 66, 'plants')]",False,
Ende du selste hem togen herde scone maniere ende scoon gelaet ende subtijlike selstu en ontfangen ende spreken hem vriendelic aen van voren ende al sprekende ende al smekende selstu doen dijn werken gelijc den scorpioen twelcke herde vriendelic ende herde scoon is int aensien ende herde bequamelic mit sijnre simulacien van voren.,"[(211, 220, 'animals')]",False,
", planten, en twijgher.","[(2, 9, 'plants')]",False,
"De witte Muizen zijn zoo afkeerig van het licht, dat zij daarin steeds hunne oogen gesloten houden.","[(9, 15, 'animals')]",False,
"Een breede laan, door vrij hooge boomen beschaduwd en met schoone vergezigten over de velden en bosschaadjen aan weerszijden, maakte den togt voor een groot deel tot een wezenlijk aangenamen wandelrid.","[(33, 39, 'plants')]",False,
"Hoe de amerikaanschen schrijver hatelijkheden (om ze nog geen erger naam te geven) ten beste heeft voor hen, die niet tot de partij der omwenteling behooren, diene het volgende: Rome, ‘niet de tandelooze heks van later dagen’ Filips II: ‘een giftige spin’, vervolgens ‘een bekrompen, boosaardige pilaarbijter’ Aerschot, Havrech, Ville, ‘altijd in hun hart verraders van de nationale (?) zaak’ Parma: ‘een zwaardvechtersgemoed’ Monniken ‘die de stad verpestten’ De omwenteling te Amsterdam van 1578, die op ‘eene koddige en onschadelijke wijze’ tot stand kwam De hartstochtelijkheid, waarmede Motley de tegenstanders van Oranje beoordeelt, wordt overtroffen door de blinde ingenomenheid, die hij voor zijnen held koestert.","[(250, 254, 'animals')]",False,
"Bedenk, hoe hy zijn pas bekeerde hert Terstond uit dwaalings strikken heeft ontwerd, En hoe hy heeft aan-gekleefd Waarheids-licht, dat krachten geeft, Om de deugd in top te voeren; en om aller Menschen vonden Af te werpen van haar gronden.",[],False,
"Naderhand vond ik een zeer grote menigte op een hoogen Cocos boom, (deze Cocos boom van andere beschreven en geschildert, en te groot in dit werk heb niet mogen hier in voegen) op dezen Boom hadden deze Rupsen een zak gemaakt of gesponnen, die by na een halve elle lang, okerverf, dicht, en stark te zamen geweven was, in dezelve ware een ontelbaare menigte zo Rupsen, als vellen van veranderde Rupsen, dezen zak nam ik mede na myn huis en hong hem aan een blad van deze boom om haar bedryf te observeren, en vond dat sy over dag sig in den zak verborgen, des avonds daar uit gingen om hare spyse te zoeken, deze zak hadde sy zeer dicht by de vrugten aan het blad gehangen, in het begin van April veranderden sy sig in Poppetjes sig hangende aan en ontrent deze boomen, de Poppetjes zyn cierlyk gecoleurd, den 14.",[],True,Multiple occurrences of 'Cocos boom' (plants); Multiple occurrences of 'Rupsen' (animals); Multiple occurrences of 'Poppetjes' (animals)
"Is hy daar in dan ook Gods aap, so moet ik wel bekennen, quod sit facile aliquid addero inventis, dat een die nakomt lichtelik iet naders kan bedenken boven 't gene dat een ander uitgevonden heeft.","[(27, 30, 'animals')]",False,
druisen of druischen 64-69.,[],False,
"Rey van Grieksche Herders, en Herderinnen, waar van zommige spreeken, zommige zingen, en eenige danssen.",[],False,
"Geene koeltjes, geene beekjes, of zingende vogelen, maar harmonische toonen des betooverenden wellust brengen uwe zinnen in verrukking.","[(34, 50, 'animals')]",False,
"In het loopen, gebruiken de Katten zelden de nagels, gaande veeleer op het zachte kussentje van vleesch, dat onder hare pooten is.","[(28, 34, 'animals')]",False,
De lanen van Lijsterbosch waren weêr met hoog gras begroeid en de bloemperken stonden vol onkruid; slechts de wilde rozen tierden welig om het verlaten huis.,"[(41, 50, 'plants'), (90, 97, 'plants'), (110, 121, 'plants')]",False,
"Het viertal zit aan tafel, op welke een grauw damasten kleed ligt, met figuren van vreeselijk rennende paarden, jagers en honden; het dejeuner bestaat uit vleesch, brood, kaas, eene schotel aardbeziën, bier en Jan brengt eene flesch Bordeaux.","[(190, 200, 'plants'), (103, 110, 'animals'), (122, 128, 'animals')]",False,
"’ En de valk zeide: ‘Deze duif is mijne spijs voor heden; laat ik haar leven, dan moet ik van honger sterven.","[(8, 12, 'animals'), (26, 30, 'animals')]",False,
"Wat een weelde, al die ontluikende rozeknopjes te zien in hare jeugdige frischheid, met dat waas van onschuld op het gelaat, van vertrouwend verlangen in de heldere oogen.","[(35, 46, 'plants')]",False,
"Maar op den Wortel des Brems groeit een Gewas, dat door de Oude Kruidkundigen Rapum Genistae, Brem-Raap, en door laatere Schryvers Orobanche, in 't Nederdnitsch Leeuwenstaart, ook Smeerkruid, genaamd word.","[(12, 28, 'plants'), (40, 45, 'plants'), (78, 92, 'plants'), (94, 103, 'plants'), (131, 140, 'plants'), (161, 174, 'plants'), (180, 190, 'plants')]",False,
"Toen de fundamenten dezer kerk gelegd, hare muren opgetrokken, deze woningen verrezen, deze boomen geplant, deze akkers vruchtbaar gemaakt zijn, waar was toen de abt van Sint Mariengaarde?","[(92, 98, 'plants')]",False,
De allerzoet-ste me-lo-dyen.,[],False,
"Een man van eenigen rang rekende het schande, te voet te vechten, ja met een' infanterist den aanval te doen, en wie ten oorlog trok, liet zijn paard van den stal leiden.","[(144, 149, 'animals')]",False,
"’ - Naar het heilig gebruik, by 't houden van 't Pascha, den Beker gezegend hebbende, en omdeelende, voegt 'er onze Zaligmaaker wederom by: Ik zeg u, dat ik niet drinken zal van de vrucht des wynstoks, tot dat 't Koningryke Gods zal gekomen zyn.","[(192, 200, 'plants')]",False,
"Onder deze wordt men de teekens van den dierenriem, elkander van de regter- naar de linkerhand volgende, gewaar, naar de oude Turksche wijs met Perzische namen, als: zwijn, hond, os, luipaard, krokodil, slang, aap, schaap, rot, paard, hen en haas, en alsdan, van de linker- naar de regterhand loopende, onze dierenriemteekenen met Arabische benaming, als ook de namen der planeten en die van zon en maan.",[],True,Multiple occurrences of 'aap' (animals); 'rat' (animals) not found; Multiple occurrences of 'paard' (animals)
Gegraaven graaten en wervelbeenderen van visschen.,"[(41, 49, 'animals')]",False,
"Sa, lustig onse kat heeft jongen!","[(16, 19, 'animals')]",False,
"Schuif uw stoel zóó, dat ge turen kunt door een der laantjes van beukeboomen, die, evenwijdig aan den weg, eerst zacht afwaarts, dan zacht opwaarts glooien.","[(65, 76, 'plants')]",False,
"17 Maer de vijf mannen, die gegaen waren om het lant te verspieden, gingen op, quamen daer henen in, namen wech het 18 Als 19 Ende sy seyden tot hem; Swijght, 20 Doe wert het 21 Alsoo keerden sy hen, ende togen voort: ende sy stelden de kinderkens, ende het vee, ende de 22 Als sy nu verre van Michas huys gekomen waren, soo werden de mannen, 23 Ende sy riepen de kinderen Dan na; dewelcke hare aengesichten omkeerden, ende seyden tot Micha; wat is u, dat ghy by een geroepen zijt?","[(258, 261, 'animals')]",False,
"Kent gij wel de woning van de mot, waarde lezer?","[(30, 33, 'animals')]",False,
"De bekende predikatie toenmaals in den winter op de Gouwe gehouden, was oorzaak dat hij zich den bijnaam van het ijsvogeltje verwierf.","[(113, 124, 'animals')]",False,
"Ghinder springht-men over grachten, Om het wilde Swijn te wachten, Daer ontspringh den Vos het net, Die het op een loopen set.","[(49, 54, 'animals'), (87, 90, 'animals')]",False,
"De Boeren, die zig bemoejen, om de Snippen in Strikken te vangen, verspillen hunnen tyd niet, alzo zy ze eens gespannen hebbende, verder geen moeite hebben, dan om’er ’s avonds ten vier uren naar te zien; zo iemant heeft enige dozynen strikken gereed, naar de gelegenheid van ’t Bos, daar zig de Snippen onthouden.",[],True,Multiple occurrences of 'Snippen' (animals)
"Tot tweemaal toe onstuimig uitgevallen, Doet hij Argant schier wagglen op zijn paard; Tot tweemaal toe dunt hij de duizendtallen Des vijands met den sikkel van zijn zwaard.","[(79, 84, 'animals')]",False,
"Op 't afschieten van vleugels, kop en staart zijn prijzen gesteld, maar wie den vogel in 't gras doet tuimelen, is koning.","[(80, 85, 'animals')]",False,
"eycken-boom, altijdt te gaen Te samen hier beloofden, Waer van ghy tuyghen moet, 't Ghen' uw' schors beter doet, Die hy doen kloofden.","[(0, 11, 'plants')]",False,
"Dweep, dweep niet, zangnimf!","[(19, 27, 'animals')]",False,
"Zo haast, zeide Mahomet, dis zy daar binnen gekomen zijn, aanbied men hen voor 't eerste gerecht de lever van een visch, Albehbut genoemt, die in lekkerheit van smaak 't ambroos overtreft.","[(114, 119, 'animals')]",False,
"Of soose van een dolle wolf, kat oft ander beest sijn gebeten, geven sy om de selfde reden, mede soo een geluid.","[(23, 27, 'animals'), (29, 32, 'animals'), (43, 48, 'animals')]",False,
"Toen is, ontsteld door al 't gerucht, Heer Uil weer naar zijn hoek gevlucht En heeft in de eenzaamheid gezucht: ‘Och, och, wat is 't een bitter kwaad, Als m' in een boos geruchte staat!","[(38, 46, 'animals')]",False,
"Maer, Amaril, soo eens ontrent u stranden Den Hemel mijn behouwe Vloot doet landen, En dat gy my vervormd kiest immer voor Mirtil, Sta vast verheve rots, sta vast mijn Amaril. 'kSal om u hechter als de klim gaen klemmen, En mijn geschudde mirte-blad doen swemmen In den gekalmden schoot van u verliefde zee, Soo schijnt't dat ik met recht dees ongerustheyd lee.","[(239, 249, 'plants')]",False,
"- De legende van den berkeboom, door F. de Cort, 41.","[(21, 30, 'plants')]",False,
"Zoo, in die houding, als een tijger die zijn prooi beloert, blijft hij staren.","[(29, 35, 'animals'), (45, 50, 'animals')]",False,
"De priesters van het gouden kalf zijn onze magnaten, en brandkasten de hechtste steunpilaren van den troon.","[(28, 32, 'animals')]",False,
"En hetgeen meer belangrijk te achten is: ons geloof, dat er in den mensch nog iets hooger is, dan zenuwen, hersens, bloed, of een stoffelijk levensbeginsel; dat deugd en zedelijkheid tot onze menschelijke natuur volstrektelijk behooren; en dat het geestelijk beginsel, dat in ons leeft en werkt, niet vernietigd kan worden, gelijk het ligchaam, hetwelk in zijne deelen opgelost en ontbonden wordt: dat geloof, M.H., is bij ons vertoeven in dien tempel niet verloren gegaan; maar het is gewijzigd, verhelderd, veredeld; het is op beteren grond gevestigd en daardoor zoo onwankelbaar bij ons geworden, als onze wetenschap, dat dit spreekgestoelte niet denkt of spreekt; en dat de boom, waarvan het genomen is, niet gedacht of gesproken heeft.","[(678, 682, 'plants')]",False,
"’ En zij leunt tegen de hoogte aan, terwijl zij zich beweegt als wiegde zij een kind in slaap.",[],False,
Sla kloekmoedig den door u ons aangewezenen weg zelf in!,[],False,
"Pas geboren, reeds aen 't treuren Pas in 't bloeyen, reeds vergaen Arme roosje, met uw kleuren, Wie heeft u zoo vreed verdaen?","[(72, 78, 'plants')]",False,
"Parochie-Kerk van de H. Gertrudis, Latijnsch Kruis, zonder beuken.",[],False,
"Den naam vind ik evenmin gelukkig gekozen, als dien van Wildrick of Doodindenpot, maar het karakter van den man is geestig geteekend en goed volgehouden: nu eens geheel en al schoolmonarch, dan waardig en tot verhevenheid toe onbaatzuchtig, steeds goedhartig en in den grond der zaak bescheiden tegenover wezenlijke meerderheid.",[],False,
"Het voorbeeld van pallas is door pennant, en volgende Natuurkundige Beschryvers van de Dieren, nagevolgd.",[],False,
"Gij kunt die vijftig zeeuwen met uwe dames klein maken, maar ik verzoek u, dat ge voortaan een ander op uw gezelschap onthaalt; voor judassen kan niemand zich wachten!",[],False,
"Voorts was dezelve zeer kwaadaartig, en daar de gemene Walvisschen voor hunne vervolgers vluchten, was hy de sloep nageylt, en had ook drie mannen uit dezelve, en zo deerlyk geslagen, dat zy hun leven verloren derheid onder den gorgel, op den nek en rug, ja zelfs op de vinnen, een menigte grote en kleine Zee-Ekels (Balani) okken diep in den huid en het spek zaten, en waarin zich wormen onthielden, die een geelachtigen huid of dekzel over zich hadden.","[(55, 66, 'animals'), (306, 315, 'animals'), (317, 323, 'animals')]",False,
"Onder sijnen vvijnstock vvoonen, dat is, seker ende gerustelick, 1.","[(13, 23, 'plants')]",False,
"dees zaak is vol gevaar, nadien Popil 't Oproerig graauw heeft op zyn handt, en waar hy wil Die Hydra met zich sleept, 't zyn ysselyke tanden Daar dat gedrogt meê dreigt.","[(96, 101, 'animals')]",False,
"Zij was een bloem, gesproten Uit rein en edel bloed; Geen maagd bezat keur schoonheid, Geen man haar heldenmoed.","[(12, 17, 'plants')]",False,
"De huizekens staan nog altijd in gezelligen kring, rondom de groene vlakte, waarover, zooals vroeger, honderden zwaluwen in grillige bochten heen en weer vliegen, en schetterend elkander vervolgen, als levendige speelzieke meisjes, die elkander naloopen.","[(112, 120, 'animals')]",False,
"De Lely tot sijn hulp verkoos, De Harp en de Roos, Te vernielen het gebloos, Van Gods Wetten te verpletten, Maeck 't geloov', Tot een roov'.","[(3, 7, 'plants'), (45, 49, 'plants')]",False,
"Ik was echter geduldig als een lam; en toen eindelijk de gewenschte dag gekomen was, en ik, - dat beken ik, - met meer dan gewone zorg, mijn toilet gemaakt had, stapte ik met een opgeruimd hart in de vigilante, die mij naar het huis van mijn vriend Champignon moest brengen.","[(31, 34, 'animals')]",False,
"De heer Eschauzier, een ondernemend man, verkreeg in 1821 van koning Willem I het uitsluitend recht van visschen op de Lutine op voorwaarde, dat hij de helft van hetgeen geborgen werd, zou uitkeeren aan den Staat der Nederlanden.","[(104, 112, 'animals')]",False,
"Of mijn oogen zich schoon sluiten, En ik my ten slaap begeev; Dat doch 't Hert u nimmer buiten Sluite, maar U steeds aankleev'.","[(74, 78, 'animals')]",False,
"vertieren, komt van tier, het welk beteekend lust, vermaak: hij heeft geen tier: soo ook tieren, welvaarend sijn: dat Vee wil hier niet tieren.","[(118, 121, 'animals')]",False,
"Zij stellen den Koning voor op de jagt, met zijne speer verschillende dieren afmakende; soms te voet, doch meestal te paard.","[(70, 76, 'animals')]",False,
"ZIet Joseph, Rachels zoon, en Jakobs staf en stut, Hier slaepen in de hey, by dien bemoschten put; Waer langs de heirbaen loopt naer Dothan, en die weien, Daer hy zijn broeders zoeckt: terwijl wy hemelreien, Door last des hemelvooghts, hem naerstigh gade slaen, Die zich, te nacht heel spa, toen d'ondergaende maen In 't gras viel, hier, vermoeit van reizen, neêr ging leggen, In woest en eenzaem veldt, begroeit met ruighte en heggen; Als of hy d'Engelen en Godt, die overal Met zoo veel starren waeckt, alleen de wacht beval, En onbekommert was voor onraet, en voor dieren, Die in dees wildernis, van dorst of honger tieren.","[(321, 325, 'plants'), (417, 424, 'plants'), (428, 434, 'plants'), (568, 574, 'animals')]",False,
"151 van Lord byron: ‘Ligt zij de graszode des grafs, hetwelk haar groen dat van den smaragd betwistte; het zwart, de kleur der droefheid, zij verwijderd van al hetgeen ons uw aanwezen herinnert, dat bloemen en de altoos groene struik (arbuste) de plaats beschaduwen alwaar uw kil gebeente rust; - men ontware daar nimmer noch den cipres noch het loover van den iep.","[(33, 41, 'plants'), (199, 206, 'plants'), (227, 233, 'plants'), (235, 242, 'plants'), (330, 336, 'plants'), (361, 364, 'plants')]",False,
"Het woord drie duidt een abstract begrip aan, zekere ontdekte overeenkomst tusschen b.v. drie knikkers, drie paarden en drie boomen.","[(125, 131, 'plants'), (109, 116, 'animals')]",False,
"8 De schuyten varen tot Gods lof, ’’s Avonds al van de stranden of, Al met voorspoet, Om te vissen giet, De Zood seer klaar, Om te spysigen Alkmaar.",[],False,
"Groningen, Overys-sel en Gelderland zenden, in 't najaar, duizend jonge vette Ganzen, als eene lekkerny, naar Holland.","[(78, 84, 'animals')]",False,
"Tot nu toe heeft de kleine nog haast niet anders gedaan, dan met de oogen toe bij de moeder in 't nest gelegen; en daar Jan nu bericht komt brengen, dat dit anders geworden is, bergen de meisjes gauw haar werk op en huppelen door de gang naar de keuken, waar de lieve dieren zijn.","[(268, 274, 'animals')]",False,
De honden sterven van zulk loon.,"[(3, 9, 'animals')]",False,
"Daar wierde een gelag op gezet, en den Boer rijkelijk terende, was, eer twee dagen om waren, al zijn gelt quijt; Hy begeeft zig weer met het verken, dat hy ingeruilt had, op weg, en hem komt een Schaap-herder te gemoet, sy ruilen weer t'zamen, en de Boer krijgt een schaap, en een rijxdaalder in de hand toe.","[(141, 147, 'animals'), (195, 208, 'animals'), (266, 272, 'animals')]",False,
"Waer over dat den Poeet en Wel-sprekert keur van stof moet hebben, vermits hy verheughen en bewyzen moet; zo dat de voor-beeldingh daer meest moet wercken, ghelyck een Brack die den Iagher het Wilt wel op-zoeckt.","[(168, 173, 'animals')]",False,
"Maar ik heb te gelyk, op een naauwkeurig onderzoek, ontdekt, dat het Vleesch van Beesten was, die lang gekwynd hadden, en zeer sterk besmet waren: daar by was het gerookt en gekookt, zonder zout, mitsgaders geheel ongezuiverd, onguur genuttigd.","[(81, 88, 'animals')]",False,
"Zie daar nog een soort van Gevink, dat gemaklyker is, voordeeliger en min moeilyk, als het voorgaande; men heeft geen Plak van doen, en hoeft den arm niet moede te slaan.",[],False,
"Een horen van overvloed, waaruit het goud en bloemen regent.","[(45, 52, 'plants')]",False,
"Hij twijfelde er niet aan, dat Frankrijk aan hem of aan zijne dochter behoorde; en evenmin, dat de machtigste partij in het rijk zijne aanspraken zou ondersteunen, mits hij met onbekrompen hand voor die ondersteuning wilde betalen; voorts rekende hij er op, dat, indien het al tot het ergste mocht komen, het nog altijd in zijne macht zou staan om het rijk te verdeelen en het aandeel van den leeuw voor zich zelven te behouden, terwijl hij sommige gewesten aan de uitstekendsten onder zijne bondgenooten zou overlaten.",[],False,
"‘Als ik niet nog eene kleine rekening met die Duinkerker schelmen in 't effen had te brengen,’ zeî de oude bartels, ‘dan zou die togt een kolfje naar mijn hand wezen; - 't zal eene kostelijke onderneming zijn!",[],False,
"Ook de dichter denkt het met ons, en in zijn derde koeplet zingt hij: Neen, zet deur en venster open, Hangt aan kapstok hoed en jas, Maar - om prettig vrij te loopen Door het frissche malsche gras; Lente!","[(192, 196, 'plants')]",False,
"De Wilden zijnder gantsch niet bangh voor, sullense in loopen, en eerst by den steert en daer naer kort in den neck vatten, datse haer hooft niet roeren konnen, en bijten haer soo den neck aen stucken, ofte half af, dat haer het bloedt by den mont neerloopt, gelijck ick het selfs voor mijn oogen gesien heb, dan smijten sy die weder wegh en laten hem soo leggen sterven: daer is oock een kleyn Slangetjen, ontrent soo langh ende dick als een Tabacx-pijpe; het werdt weynigh gesien, hout hem veel inde hooge ruyghte vande aerde, vele zijn van gevoelen dat het quaet doen kan, maer ick heb daer noyt yet seeckers van konnen vernemen.","[(395, 405, 'animals')]",False,
"Maar zouden deeze bekwaame Natuurkundigen niet misleid weezen door de Persoonen, die hun dit verzekerden, terwyl de laatstgemelden zich bedroogen door eene op zyn tyd voorvallende verandering in de Pluimadie der Wyfjes, uit de koude of eenige andere oorzaak ontstaande.","[(198, 207, 'animals')]",False,
"41 42 Ende si hebben hem ghebrocht een stuck van eenen ghebraden visch, ende wat van honich raten.","[(65, 70, 'animals')]",False,
"'s Nanoens sijn mede derwaerts aengevoert noch twee sware stucken canon, werdende ider getrocken door 18 paerden.","[(105, 112, 'animals')]",False,
"Boven op het top deser steeltjes komen de bloemtjes, van groote als de gemeene Hane-voet, ofte Boter-bloem, donker schoon rood en glad, van ses, seven of agt blaadjes: onder dese zyn nog vyf andere veel swarter blaadjes, in 't midden deser bloemtjes heeft men veele swarte draadjes, soo dat dit bloemtje schoon is om aan te sien.","[(79, 88, 'plants'), (95, 106, 'plants')]",False,
"Plinius, dit verlatynende, noemt het Himantopus; de Italiaanen geeven 'er den naam aan van Merlo aquaiolo grande; de En-gelschen noemen hem Long-legs; de Duitschers, Froembdervogel, ook Dunbein; de Franschen, l'Echasse.","[(37, 47, 'animals'), (91, 112, 'animals'), (140, 149, 'animals'), (166, 180, 'animals'), (186, 193, 'animals'), (209, 218, 'animals')]",False,
By de Potagie suldy verstaen ende mercken dat van Godt komen alle kruyden der dorrer eerde.,"[(66, 73, 'plants')]",False,
