,sentence,label
1519,"De dienstmeid ging 's avonds, zoo als zij meestal deed, zonder lantaarn in den donkeren stal, om hooi voor het vee af te werpen.","[(97, 101, 'plants'), (111, 114, 'animals')]"
1520,"Wat kan het Haesje doch het vluchte Al baten, laes!","[(12, 18, 'animals')]"
1521,"43 Ende haer boorden waren een palme breet al om van binnenwaert geuonden int ronde, Ende op die tafelen was dat vleesch vander offeranden.","[(128, 138, 'animals')]"
1522,Was het Gabrielle?,[]
1523,"'t Kan gelijk de Duyven trekken Mondt aan mondt, en beck aan beck: 't Kan sijn armen draeyen, rekken, Als de Wijngaart om een steck.","[(109, 118, 'plants'), (17, 23, 'animals')]"
1524,"De linker oever der rivier was een uer ver bedekt met stapelplaetsen en pakhuizen, verscholen achter het onoverzienbare mastbosch van tallooze koopvaerdijschepen, die hunne lading losten of innamen.","[(120, 129, 'plants')]"
1525,"[Willem Stoop] STOOP (Willem), uit hetzelfde geslacht, was schout van Dordrecht, bij gelegenheid van het verschil tusschen zijne hoogheid Willem III en de regeering van Dordrecht, over de nominatie der goede luiden van Achten, werd door het hof te 's Hage ontboden, en terstond in zijne bediening geschorst.",[]
1526,"De ervaring, die wij ten aanzien van de handelingen van onze medemenschen opdoen, is sedert langen tijd als een der gewichtigste argumenten tegen die leer aangevoerd.",[]
1527,"De tweede zyn de achter-klappers oft eer-benemers, wiens tongen zyn scherp volgens de leeringe van David (Psalm.",[]
1528,Nog bij verscheidene andere gelegenheden zijn profetische woorden tot lodewijk den XVI gerigt geworden.,[]
1529,Langhs de straten ende op de toorens waren groote constighe vuyren; ende door de gantsche Stadt was groot gheschaeter ende geclanck van Trommelen / Tromperten/ ende Schalmeyen.,[]
1530,"Het waren wit grauwachtige schijven, evenals stukken van rapen, met eene fel gepeperde botermelksaus overgoten.","[(57, 62, 'plants')]"
1531,"Raepsaet , Oudpensionaris van Oude- naarde, thans Lid van het Corps Legislatif in Frankrijk, J.O. Sluiter , Hoogleeraar te Deventer, Mr. A. Vereul , te Amsterdam, W.H.J. van Westreenen , in den Haag, P. van Winter Nsz.",[]
1532,"Och dat sietmen in’t ghemeyn, Groote visschen slocken ‘tcleyn, En de snoecken // altijt soecken: In haer holle kaken wreet Te happen ‘tvisken eer het weet.","[(37, 45, 'animals'), (69, 77, 'animals')]"
1533,"Is het valsheydt dat Godt Godt zy, hoe ist, dat sy dit belijden, Soo langh duurden 's Werelts tijden?",[]
1534,"Gelijk een sprinkhaanzwerm van uit Afrikes zanden Door 't Zuiden voortgezweept, zoo stortte op Spanjes stranden Der Muzelmannen macht, onnoembaar in getal.","[(11, 26, 'animals')]"
1535,"Dit was het oogenblik der hevigste uitbarsting, en duurde tot middernacht.",[]
1536,"d’Ouders leeren hun Soonen, als sy noch jongh zijn, lesen, en onderwijsen hen in de rechten van ’t landt: In voegen dat’er weynigh gevonden worden, die niet konnen lesen.",[]
1537,'t Werd half twaalf en waarlijk daar kwam de korporaal.,[]
1538,"Zij hebben met hunne steenen wapenen wilde zwijnen, kroonherten en zelfs urossen weten te dooden, en de beenderen te klooven om er het merg uit te halen.","[(37, 50, 'animals'), (52, 63, 'animals'), (73, 80, 'animals')]"
1539,"Het woord drie duidt een abstract begrip aan, zekere ontdekte overeenkomst tusschen b.v. drie knikkers, drie paarden en drie boomen.","[(125, 131, 'plants'), (109, 116, 'animals')]"
1540,"Bij mijn ontwaken belettede mij mijn halfdroomende toestand, het beest met eenige naauwkeurigheid te beschouwen; en, toen ik mijne zinnen weer had verzameld, had het zijne vlugt reeds zoo hoog genomen, dat het mij niet mogelijk was, deszelfs gedaante duidelijk te onderscheiden.","[(65, 70, 'animals')]"
1541,"uurs Minuten vroeger aen het Middagh-rond: dat is, in 15.",[]
1542,"Neen, zij waren in feesttooi, versierd met vlaggen, bezet met een eindelooze reeks van rijtuigen, omnibussen, en tallooze wandelaars.",[]
1543,"Ik keerde, als 't onbesuis-de paert, doldriftigh om in mijne levensperken.","[(30, 35, 'animals')]"
1544,‘De schilders oft violiers krijgen tot Gent den eersten prijs op de feeste van de rhetorijkers.,"[(18, 26, 'plants')]"
1545,de eenige Zoon van Jan Wagter.,[]
1546,"Zoo b.v. Deel I, bladz.",[]
1547,"Ideatum, t’ voorghebeelde, ’t ontworpene.",[]
1548,"Ey neemt 't Lavendel schilt, gesmeet op d'Amstel stromen, En van Levende form doet een ghetuychenis.","[(12, 20, 'plants')]"
1549,"Dat uw’ inspraak ons verpligt’, Op geen’ valschen schijn te bouwen!",[]
1550,Ze stralen als een baak in het rond En boren een schip in den grond.,[]
1551,"Elvire, speelende op de luit, Verzelt dus zingend' haar geluid: Ik groet u, wapprend lentezuchtje, Wiens adem zomerhitte koelt; 'k Begroet u, boomen, dal, gehuchtje, Gelukkig veld, zoo mild bespoeld; Ook u, die van de bergen daalt, En zoo getrouw mijn stil gezang herhaalt.","[(142, 148, 'plants')]"
1552,"beroerd wordt, meestal, voor lam, geraakt, gebezigd: hij is, aan beide zijden, beroerd.",[]
1553,"het Onkruit 4,Zizania,ende het Harik, 5atque Lolium, &c. 93Welke sijn aerdstruyken?","[(4, 11, 'plants'), (14, 21, 'plants'), (31, 36, 'plants'), (45, 51, 'plants')]"
1554,"[Helm] HELM, z.n., m., des helms, of van den helm; zonder meerv.","[(1, 5, 'plants')]"
1555,", planten, en twijgher.","[(2, 9, 'plants')]"
1556,"Wilt Maria, naer wets wijse, Gaf voor haer kint twee duyfkens kleyn van prijse.","[(53, 61, 'animals')]"
1557,"- De Hoogleeraar geeft zig vooraf de moeite, om ons met de denkbeelden der Ouden, omtrent deezen taak der natuurkunde, bekend te maaken; en om ons te doen zien, welke soorten van Aapen de Ouden beschreeven hebben, ten einde, om, in de eerste plaats, met een opslag van het oog, by het leezen van Aristoteles, Galenus en Plinius, het Dier te kunnen vergelyken met onze benaamingen.","[(179, 184, 'animals')]"
1558,"Het is nu de taak van het leger, om den tijd, daarvoor benoodigd, benevens voor tal van andere werkzaamheden - wapenen van forten, vrijmaken van verboden kringen, kappen van bosschen en slechten van buitenplaatsen, die nu nog tusschen onze beste forten in liggen enz. - te winnen; m.a.w. den vijand zoolang op te houden, totdat liniën en vestingen in verdedigbaren toestand gebracht zijn.","[(174, 182, 'plants')]"
1559,"Door een bataillon of eskadron trein verstaat men hetzij de treinsoldaten, die tot eene grootere troepenafdeeling, bijv. een legerkorps behooren en die met het oog op hunne verschillende dienstverrigtingen in kompagniën of afdeelingen verdeeld zijn en hunne afzonderlijke chefs bezitten of men gebruikt het woord als gelijkluidend met kolonne (voertuigen), verstaat dus daaronder een groot aantal voertuigen (of lastdieren), die voor een bepaald doel, bijv. het transport van levensmiddelen afgedeeld zijn, met hunne bespanningen en bedieningsmanschappen.","[(412, 422, 'animals')]"
1560,Wie zag zich immer zo begunstigt van het lot?,[]
1561,"Men hoort aldra in 't woud de hooge masten kraken, Wier schaduwkruinen schier den top des hemels raken, Godvruchtig neergeveld voor 's Heeren ark, die meet Driehonderd ellebogen lang en vijftig breed En dertig hoog, in drie verdiepen opgetimmerd, Waarin, als 't wereldrond in euveldâan verslimmert, Wanneer de dag verschijnt van d'algemeenen vloed, Gods Alvoorzienigheid zijne uitverkoornen hoedt.",[]
1562,Daarenboven lag het veid van eere en geluk voor hem open; dat alleen moest in zijne denkbeelden en gedrag eene gelukkige verandering doen ontstaan.,[]
1563,"ANna tieraat der Maaghden Van u deughtrijke Faam de Nimphen singen, We-sick, die oyt mishaaghden V gaven, schoen van ongemeene dingen, Dies uwen roem, O suyver bloem, Reykt mijder dan de wolkens, Die hier beneden Wert los lijk aangebeden, Vande Volken.","[(160, 165, 'plants')]"
1564,Groot was zijn' verbazing toen hij wezens kon onderscheiden even als hij maar wit en met kleeren aan.,[]
1565,Voorts wendde de spreker zich tot de kwestie van den dag.,[]
1566,"Een Vles met vogt opgevult, en in dezelve een gedeelte van de opperhuyt, en 't netwyze lichaam van Malpighius, uyt een halve zwartinne: en op dat deze delen des te beter te voorschyn zoude komen, heb ik 'er een tak van de kleynste distel van Alpinus by gevoegt, waar door 't voorwerp tegen de want van 't glas gedrukt wort.","[(231, 237, 'plants')]"
1567,"Denkt gy dat het niet liever zynen jongsten snik zal wagen, in hope van nog wat zyn bestaen te verlengen, dan zich als een weerloos lam, zeker van de dood, aen het mes des slagters over te geven?","[(132, 135, 'animals')]"
1568,"Dan, wat zoek ik ook naar kleuren Aan den hemel, op het veld, Schoon mijn oog de schoonste bloemen, Sterren bij miljoenen telt?","[(91, 98, 'plants')]"
1569,"Zonderling scheen het dan ook in de oogen van willem en mathilde, toen zij, in de stad zijnde, het eerst in een jeugdig gezelschap verschenen, en daar de zoogenaamde groote wereld, in het klein nagebootst, aanschouwden; toen zij in de jonge heertjes en juffertjes niets dan kunstdoende aapjes van de volwassenen zagen: want immers de thee was naauwelijks rondgediend, of de speeltafeltjes werden geplaatst; de partijtjes geschikt, en valsche eerzucht, en de laagste eigenbaat, list en neiging tot bedrog, werden in de jeugdige harten, als de zaden der afschuwelijkste ondeugden, gestrooid of opgekweekt.","[(334, 338, 'plants'), (286, 292, 'animals')]"
1570,"Die zich verbeeld dit wangedrag Voor zynen Koning op den dag Van zyn gerichte goed te maaken, Wy laaten 't gaaren op hem staan, Doch achten ze allen wys beraân, Die voor hun wissen welstand waaken.",[]
1571,Schaep (Het).105 XCVI.,"[(0, 6, 'animals')]"
1572,"Het werd eindelyk avond, de herders dreven hunne kudde naer huis en bliezen hun avondlied.","[(49, 54, 'animals')]"
1573,"Zoodanige olifanten gaan dikwijls opzettelijk, in koelen bloede en ongetergd, als op het doodslaan uit, en verraden daarbij ten minste eene groote mate van boosaardigheid.","[(10, 19, 'animals')]"
1574,’ Toen gaf hen Jupiter een Kraan tot hunnen koning.,"[(27, 32, 'animals')]"
1575,"De boeren sloegen weinig acht op den lof des pastoors, dien hij aan hunne buren schonk en wachtten, ieder tamelijk ongeduldig, dat men hen uitnoodigen zoude, zich ook alois aan te trekken.",[]
1576,"te meer vermits dese wet het eenige middel is; waar door belet werd, dat die verschrikkelyke vergaderingh der Zee-wateren het drooge niet en overstroomt, en de dyken staande kunnen blyven; soo dat niet menschen en vee in de daar aan gelegen lager landen te gelyk verdrinken; nadien men der selver dyken swakheit in opsigt van de ondenkelyke swaarheit en uitgestrektheit van het daar tegen aan perssende Zee-water niet sonder schrik en ontroeringe dikwils aan kan schouwen.","[(214, 217, 'animals')]"
1577,"GOdin Godinne vvel overschoone Vrou, Segt d'oorsaeck doch waerom laet ghy in rou V lief, u troost, u vriend, en Heer, Die u ghetrouvv beminnet seer?",[]
1578,"Hetzelfde onderwerp in verschillenden vorm gegoten kan den lezer op nieuw boeijen, en het is zoo noodig dat de kennis der gezondheidsleer meer en meer doordringe, niet slechts in de hoofden, maar vooral ook in het leven van het volk, dat elk goed en bevattelijk geschrift, dat de kennis, waaraan zoo groote behoefte is, kan vermeerderen, met luide toejuiching verdient begroet te worden.",[]
1579,"Met een oog, vol stille verrukking, staarde alsdan de zorgende huisvader de rijkbezaaide akkers, waar de lagchende overvloed de vrolijk huppelende verwachting door het luchtig floers der toekomst zooveel belovend wenkte, en de grasrijke weiden vol nuttig rundvee, aan.","[(89, 95, 'plants'), (255, 262, 'animals')]"
1580,Ik heb mijn gevoelen gezegd en ik onderwerp het gaarne aan het oordeel van bevoegden.,[]
1581,"De huizekens staan nog altijd in gezelligen kring, rondom de groene vlakte, waarover, zooals vroeger, honderden zwaluwen in grillige bochten heen en weer vliegen, en schetterend elkander vervolgen, als levendige speelzieke meisjes, die elkander naloopen.","[(112, 120, 'animals')]"
1582,"De medische studente was van middelbare grootte en bevallig van gestalte - zij droeg kort haar en hare donkere krullen waren met een fantastisch hoofddeksel gekroond, dat eene elegante variatie scheen op de studentenpetten - maar met eenige fraaie patrijsvederen gesierd was.","[(248, 262, 'animals')]"
1583,"Aan den anderen kant was een holle Rots; onder dit beschutzel stookten wy den Rhodondendron, het eenig Houtgewas, 't welk op deeze hoogte groeit: dit vuur diende om ons eeten te warmen, en ons van de strenge avondkoude te bevryden.","[(78, 91, 'plants')]"
1584,"in dewelcke Godt den Koningh Pharao ende sijn volck voor oogen stelt, de hoogheyt, heerlickheyt, ende pracht des Koninghs ende Koninckrijcks van Assyrien, onder de gelijckenisse van eenen hoogen schoonen cederboom, 2, 3, etc. ende desselven val, van wegen trotz ende hooghmoet, 10, 11, etc. allen anderen tot een exempel, 14.","[(204, 213, 'plants')]"
1585,"Maar quintus zag haar niet, al stond zij regt voor hem, en zij was diep ongelukkig.",[]
1586,"Toen de fundamenten dezer kerk gelegd, hare muren opgetrokken, deze woningen verrezen, deze boomen geplant, deze akkers vruchtbaar gemaakt zijn, waar was toen de abt van Sint Mariengaarde?","[(92, 98, 'plants')]"
1587,"- In het karrespoor van den landweg, welke achter een overschoon lusthuis liep, lag, met koolstronken en wiede, eene bloemlooze stroobloemplant.","[(89, 101, 'plants'), (105, 110, 'plants'), (128, 143, 'plants')]"
1588,"Bekent dat hy alleen is Godt, gaet ons bereyden, Tot sijn Volck, end' tot Schapen sijner Weyden.","[(74, 81, 'animals')]"
1589,"Wel, waarom snoeit ge toch de boomen, Zeg trouwe Piet?","[(30, 36, 'plants')]"
1590,"Wij moedigen onze lezers sterk aan, om dit ‘Blijdendal’ eens te bezoeken.",[]
1591,"De beweging ligt in de natuur der planeten, even als zij cirkelvormige banen beschrijven en zuivere bollen zijn.",[]
1592,Volgens alle regelen van billijkheid zij 't woord eerst aan den schrijver dezer verdediging van ‘het evangelie der apostelen tegenover de twijfelingen der wereld’.,[]
1593,Gij moet u verbergen.,[]
1594,"Ach, mevrouw, het zou mij zoo spijten, indien de slet u bestolen had.",[]
1595,"strop, of strik: een touw, daar men iet meede, als aan een strik vast maaken kan: en wanneer het van basten van boomen gemaakt werd, soo heeft het de naam van een bast: een bast om uuw hals!","[(112, 118, 'plants')]"
1596,- Weet gy ook niets van eenen brand?,[]
1597,"V, 18 wel heeft, maar in iets minder sterke bewoordingen.",[]
1598,"Maar als het dan waarlijk is, geheel gelijk gij u de zaak voorstelt, spreekt dan niets voor hem?",[]
1599,"Drijft deze gure zucht en dampen uyt mijn hert, 'k Zeg deze quade lust, die my de ziele smert.",[]
1600,"is dat die jongeling niet, die deze nacht...",[]
1601,"Doch de mensch heeft geene onmiddelijke intuïtie van zijne ziel: had hij die, dan zou de aanschouwing en bewondering van dien geest hem ieder oogenblik tot dankbare aanbidding stemmen van de eeuwige, ongeworden schoonheid, wier spiegel hij in zich mag omdragen.",[]
1602,"Daarenboven groeit hier een kruid, genaamt Tormentil, zonder te spreeken van een grote meenigte andere kruiden, planten en gewassen, die ik my niet kan te binnen brengen, en welker namen my inder daad teenemaal onbekent zijn.","[(43, 52, 'plants'), (103, 110, 'plants'), (112, 119, 'plants'), (123, 131, 'plants')]"
1603,"Veel was 'er te zeggen van den Maasdichter Smits: het penceel zyner spreekende schilderkunst is, over alle zyne tafereelen, even mals en vloeijende.",[]
1604,"Afgezien nog van de stuitende onkieschheid der knoop, waardoor het stuk in onze dagen, waarin men anders voor geen dubbelzinnigheden terugdeinst, met recht onvertoonbaar wordt geacht, hangt bovendien De Weeze aan een weefsel van onwaarschijnlijkheden.",[]
1605,"Doch, de algemeene geest is er stug bekrompen.",[]
1606,wat het die de Duvel doar inschuund Woar is de ganzehoed bleven?,"[(47, 56, 'animals')]"
1607,In het gras Bij den plas Waar het vischjen in springt.,"[(7, 11, 'plants'), (34, 42, 'animals')]"
1608,"De vruchtboomen stonden in vollen bloesem; - de aardbeziën gloeiden mij uit het donker gebladerte toe; - de hoven waren besneeuwd van bloemen; - de wilde jasmijn balsemde de lucht met hare geuren, en de spotvogels vergoedden door de verscheidenheid hunner toonen, den ontbrekenden wildzang van ons woud.","[(3, 15, 'plants'), (48, 58, 'plants'), (134, 141, 'plants'), (148, 161, 'plants'), (203, 213, 'animals')]"
1609,Doch ook hier schreeuwen de domsten het hardst.,[]
1610,"Men ontmoet twee soorten, alleen in kleur verschillende, want, voor het overige, schynt het, dat de Natuur, volgens dezelfde tekening in denzelfden vorm, tweemaal denzelfden Vogel gegooten hebbe; de een wit en de ander zwart.","[(174, 179, 'animals')]"
1611,’ Zoo wordt verhaald.,[]
1612,"By dezen herdruk van jose kan ik niet nalaten het publiek dank te zeggen voor de eer, die het goed genoeg geweest is dezen mijnen eersteling te doen weêrvaren.",[]
1613,"Men kan in de daad niet ontkennen, dat de natuurlijke en gewoone toon der Liefde de klaagtoon zij, en hoe meer die van den Nachtegaal, hoe dieper hij in de ziel dringt.","[(123, 133, 'animals')]"
1614,"Ik rouwde, heb gerouwd.",[]
1615,"Beurtelings bezocht Lombart Venetië, Florentië, en de daaromliggende kunststeden, tot hij eindelijk Rome tot vast verblijf nam.",[]
1616,"Van dese wysheid en schranderheid der mieren worden wonderlykePlutarchus en AElianus verhalen van Cleanthes; dat hy, te voren hebbende geloochend dat de dieren vernuft hebben, door dit voorval tot het tegendeel is overgeslagen.","[(38, 44, 'animals'), (153, 159, 'animals')]"
1617,Zou slechts de tombe niet herbaren?,[]
1618,"‘Hij schijnt die boerin op zijn eigen plaats opgedaan te hebben,’ mompelde zij, terwijl ze Klara, wier wangen thands zacht rood waren gekleurd, een oogenblik in 't gezicht staarde.",[]
1619,"Gi sijt krachtig schoon voorwaar: Oogen hebt gi, vol van minne, Als der duiven, kuisch en klaar.","[(72, 78, 'animals')]"
1620,vee zal gezegt worden.,"[(0, 3, 'animals')]"
1621,hadde cats maar liever eene tweede vrouw gene-men!,"[(6, 10, 'animals')]"
1622,"Pip, der hoenders.43 Pis dryven en afsetten.39, 43, 59, 73, 80, 84, 93, 138, 144, 147.","[(9, 17, 'animals')]"
1623,"Neemt dan de andere helft van de kop, en snyd ze aan stukjes als poulet: Neemt een halve pint sop van de kop, en doet dat te zamen in een bekken, met 3 Ansjovissen, wat kappers, wat fyn gekurvene petercelie en een Chalot, wel fyn door een gekapt, en doet 'er wat gestoote peper en Notemuscaat in.","[(196, 206, 'plants'), (214, 220, 'plants'), (169, 176, 'plants'), (152, 163, 'animals')]"
1624,Je broer henderik en vooral jij zelf hebben mij bijna geruïneerd.,[]
1625,"Men gevoelt, hoezeer de handelsvrijheid, die nu tusschen de meeste staten van Duitschland was ingevoerd, welkom moest zijn aan Friedrich List.",[]
1626,"Wout Iapick dan niet doen, Soo soud’ ick my gaen spoen, En gaet dan met mijn netjen voort, Om Visch van minder prijs, Al waert by droncke Lijs, Of by de Morssebel Klospoort: Kost ick dan Schol // Mijn Netjen vol, Dan soud’ ick met verlanghen, Loopen met de Zoo na huys, Latense mijn wijsjen buys // dadelijck over hangen.","[(94, 99, 'animals'), (187, 192, 'animals')]"
1627,"Myne omstandigheden vergunden my, ondertusschen, geene gelegenheid om naar den Haag te reizen, voor het midden van Juny.",[]
1628,Ik had de paarden voor mijn rijtuig wel van vleugels willen voorzien!,"[(10, 17, 'animals')]"
1629,"En in den boom - een vog'lenkoor Zingt mij de schoonste lied'ren voor; Een ieder die langs 't huisje gaat, Er gaarne, luistrend stille staat.","[(10, 14, 'plants'), (21, 32, 'animals')]"
1630,"Men vindt er velden, wijnstokken, bosschen, boomgaarden, vette weilanden door boschjes beschaduwd en door heesters van onderscheiden soort omgeven, wier frischheid de waterkant onderhoudt; eene hooge terras met eene dubbele rij boomen omzoomt het eiland in deszelfs geheele lengte en in het midden van deze terras staat een aardige koepel, waar de bewoners van de naburige oevers zich verzamelen en gedurende den wijnoogst des zondags komen dansen.","[(13, 19, 'plants'), (21, 32, 'plants'), (34, 42, 'plants'), (44, 55, 'plants'), (63, 72, 'plants'), (78, 86, 'plants'), (106, 114, 'plants'), (228, 234, 'plants')]"
1631,"'t Mosje ziet men springen, En is buyten schroom Ook zo hoord men zingen, In een Groene Boom, Het luytdruftig Nagte-gaaltje, 't Geen pleyzierig kwinkeleerd, En zijn teyd passeerd, Met zijn stem en zoete taaltje, En zijn teyd passeerd, 't Geen yders Hart begeerd.","[(88, 92, 'plants'), (3, 8, 'animals'), (110, 123, 'animals')]"
1632,- Gebeden voor zieken.,[]
1633,"versen 18, 19, 20, etc. ende 18.5.",[]
1634,Doctor Hermanus klom nu op den predikstoel met den Bybel in de hand.,[]
1635,"Toen echter copernicus de reeds eenmaal vermoede hypothese weder uitsprak, heeft zij zich begonnen te ontwikkelen.",[]
1636,"hebben geërgerd, dat zij het onnatuurlijke en onbehagelijke beeld van een dichter, parturiens montem en enixus murem, daarvoor in ruil wenschen te ontvangen.","[(111, 116, 'animals')]"
1637,Maar met het schilderen van gevaren wendt men geene gevaren af.,[]
1638,"’ - Onze doorlugtige Schryver, overtuigd van het gevaar van zodanige Stelzels aan te neemen, heeft een veiliger weg ingeslaagen, om de geheimen der Natuur, zo veel mogelyk, te ontdekken.",[]
1639,"Wat dubbelzinnig is, is niet leefbaar.",[]
1640,"De Visschers stampen de snoesters van oker-nooten en vverpen se in het vvater, en storten 't selve vvater op de aarde, vvelk vvater de pier-vvormen uyt de aarde sal doen kruypen.","[(135, 147, 'animals')]"
1641,Het voetstuk is van gepolijst rood Zweedsch graniet.,[]
1642,"Van Mander, Gulden Harpe, bl. 213; Daer buyten zijn die vuyle honden coen, Die Tovenaers, en dat oncuysch aertsoen.","[(62, 68, 'animals')]"
1643,"Geen vliegende draak, geen basiliscus.","[(5, 20, 'animals'), (27, 37, 'animals')]"
1644,Deze sociale ethiek evenwel moet eene empirische basis hebben en hiertoe de statistiek der zedelijkheid dienen.,[]
1645,Van den Damme en zyne huysvrouw verwyderden zich ook uyt hun huys; den geestelyken alleen bleef er in woonen.,[]
1646,"Als geest van God toch zal wel ieder in den Heiligen Geest gelooven, maar dit bedoelt de belijdenis niet; of wie zal zich immer dus uitdrukken: ‘Ik geloof in God.",[]
1647,De getrouwde vrouw zal belangrijke plichten hebben te vervullen voor de toekomst.,[]
1648,"Flux was den vlammen-stoker Ghedoken in een haegh, ghekropen in een roos, VVaer door hy met een vocht vermeerderde haer bloos.","[(44, 49, 'plants'), (68, 72, 'plants')]"
1649,de eerste indruk zou schitterend zijn!,[]
1650,"Al dat nijdt in ons can vvercken, Connen vvy in Caesar mercken, Door den haet en onghenoegh, Die hy tot Anthoni droegh.",[]
1651,"De Hofdames woonden die vertellingen des Keizers bij, en eene harer zond mij te Hamburg de volgende, die zij nagenoeg zóó opschreef, als zij die uit den mond van napoleon zelven hoorde.",[]
1652,"Wanneer op den derden dag de eene hoorn der maane breeder is, dan de andere, zo twyfelt aan geen regen die geheele weeke.",[]
1653,"De Christelijke stemmen uit de diepte, naar daub, door k.",[]
1654,"Ik wist, hoe elders, in Frankrijk vooral, zelfs de man van geringe afkomst zich altijd in taal en manieren zoekt te vormen naar zijn meerderen, en er dikwijls zoo goed in slaagt, dat men, bij voorbeeld in de Kamers, den parvenu niet van den edelman zal onderkennen?",[]
1655,"Redeneringen over dit onderwerp zijn onnoodig; een ieder mijner lezers ga zijne stad of gemeente na, en hij zal van de waarheid mijner woorden overtuigd zijn.",[]
1656,"Ook daar werden onderzoekingen bevolen, waarbij vele inlanders werden gehoord omtrent de overeenkomsten door hen met particuliere ondernemers voor den aanplant van suikerriet aangegaan: onderzoekingen, die het noodwendig gevolg hadden, dat onrust verspreid en de bevolking voor het ongenoegen der regeering bevreesd werd.","[(164, 174, 'plants')]"
1657,"ô Zoetste jaaren van ons leven, Door elk gevoelig hart bemind, Als ochtend-daauw daar heen gedreeven, ô Gouden Leeftijd van het kind, Die traanen uit het oog doet rollen: Hoe heerlijk blonk de Kers, gezwollen Door geurig vocht, ons toen niet aan.","[(193, 197, 'plants')]"
1658,"Eenige zwygende, of genoode ter Bruiloft.",[]
1659,"Ja, 't bloed van Gods gekruisten Zoon, Is voor mijn' ziel de gloriekroon, Genoegzaam tot voldoening; Dat dierbaar bloed heeft al 't geweld Der helsche magt, ter neêr geveld: Dat bloed riep om verzoening.",[]
1660,"En zij, Lina, droomde, dat hij terugkwam en dat hij een duel had en doodgestoken werd maar toch leefde en haar verzekerde dat zij nooit meer scheiden zouden en toen werd alles zoo verward als in den regel elke droom.",[]
1661,"Voorts was dezelve zeer kwaadaartig, en daar de gemene Walvisschen voor hunne vervolgers vluchten, was hy de sloep nageylt, en had ook drie mannen uit dezelve, en zo deerlyk geslagen, dat zy hun leven verloren derheid onder den gorgel, op den nek en rug, ja zelfs op de vinnen, een menigte grote en kleine Zee-Ekels (Balani) okken diep in den huid en het spek zaten, en waarin zich wormen onthielden, die een geelachtigen huid of dekzel over zich hadden.","[(55, 66, 'animals'), (306, 315, 'animals'), (317, 323, 'animals')]"
1662,"Een oogenblik en wiste de moordenaer niet wat gedaen, want hy was reeds van eenen man bedrogen; maer moed scheppende, klopte hy redelyk straf op de venster, al roepende: - Belieft het u, brave menschen, doet open!",[]
1663,"Gy schonkt dat schuldloos hert, gy schonkt het in uw zorgen Een stillen avondstond, een heldren blyden morgen!","[(26, 30, 'animals')]"
1664,"Koomt gaen wy naer ons rust vermaerde vrome Mannen, Apollo heeft alree zijn Peerde uytgespannen.","[(76, 82, 'animals')]"
1665,"En hier ook, daar 't vernuft, door kunstige Fabrijken, De Troon-tapijten weeft, voor weidsche Koningrijken; Hier, daar d'Armener, en de Egypter wordt gekleed, En 't Persisch kamelot tot zijden stof gereed; Hier, daar men 't worm-gespin doet tot fluweel verstrekken, En 't barre Noorden kan, met Leydsche dekens, dekken; Hier is het, dat de kunst nog op haar zetel zit: Hier tart ze, schoon verdrukt, den Beunhaas van den Brit.","[(224, 228, 'animals')]"
1666,"Hy had zich zoo verre vergeten, de pynlyke gedachten martelden zoo zeer zynen geest, dat hy het getrap van twee paerden niet had gehoord, die voor de deur bleven staen.","[(112, 119, 'animals')]"
1667,"Dan hij bezat geen schaduw van gezag: zijn vertogen bij den Keizer werden in den wind geslagen, of beantwoord met de verklaring, dat men zich niet aan de kreten van onzinnige lieden had te storen, en dat van de Hollanders volstrekte gehoorzaamheid werd vereischt.",[]
1668,- Hoeveel zoudt gij voor mijne koe geven?,"[(31, 34, 'animals')]"
1669,"Het viertal zit aan tafel, op welke een grauw damasten kleed ligt, met figuren van vreeselijk rennende paarden, jagers en honden; het dejeuner bestaat uit vleesch, brood, kaas, eene schotel aardbeziën, bier en Jan brengt eene flesch Bordeaux.","[(190, 200, 'plants'), (103, 110, 'animals'), (122, 128, 'animals')]"
1670,"V. p. 2.) Een Heer, tusschen de vyf en twintig en dertig jaaren oud, was, geduurende agttien Maanden, dikwyls onderworpen aan kolyk-pynen, vergezeld met winden, hardlyvigheid, en ondraagelyke pynen in de ingewanden, voornaamelyk ter plaatse van den navel (regio umbilicalis): hier by kwam nog een laage kruipende pols, flaauwten, met 't gevoel van een zwaarte en walging in de maag.",[]
1671,"(17 Junij 1699.) - ‘De hertog van Lotharingen heeft aan den koning van Frankrijk beklag ingediend, dat een Fransch officier een Lotharinger in duel gedaagd heeft, en aldaar de twee secondes gesneuveld, en de hoofdpartijen gekwetst zijn.",[]
1672,"Het doet my in de ziel leed dat die menschen op zoo'n verkeerden weg zyn - want dit moet ik er haast wel van gelooven - maar 't geld dat je by je hebt, is je niet gegeven om... - M'n drie skellinge, huilde het wyf, of anders ten-minste m'n kind weerom!",[]
1673,M. Willems heeft met eene onberispelijke getrouwheid en zonder de taal het minste geweld aan te doen het gewrocht van den Duitschen dichtervorst op onzen bodem overgeplant.,[]
1674,"Dan zijn geen bladen aen de boomen, Dan stremt het Ys de Water-stroomen: 't Is al van gras en bloemen kael; De Voog'len swijgen altemael.","[(14, 20, 'plants'), (28, 34, 'plants'), (86, 90, 'plants'), (94, 101, 'plants'), (111, 119, 'animals')]"
